,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
96,Cu Lao Dung,4.0,87.42451154529307
97,Ke Sach,4.0,82.68601798855273
98,Long Phu,4.0,52.9287598944591
99,My Tu,3.0,50.926089257364616
100,My Xuyen,3.0,52.48458469350744
101,Nga Nam,3.0,70.04264392324095
102,Soc Trang,3.0,49.44961896697714
103,Thanh Tri,3.0,78.5105428443248
104,Tran De,3.0,71.63649272275471
105,Vinh Chau,19.0,49.528436696198916
106,Cai Be,4.0,58.910654562828476
107,Cai Lay,4.0,66.63583815028902
108,Cai Lay,4.0,54.19354838709678
109,Cho Gao,4.0,97.97979797979798
110,Chau Thanh,4.0,85.58126410835214
111,Go Cong,4.0,64.60239268121042
112,Go Cong Dong,3.0,55.863891641889666
113,Go Cong Tay,4.0,73.20332249909714
114,My Tho,4.0,82.43727598566308
115,Tan Phu Dong,4.0,51.49880095923262
116,Tan Phuoc,4.0,66.78260869565219
117,Cau Ke,4.0,81.25361062969382
118,Cau Ngang,3.0,46.51413770774876
119,Cang Long,4.0,70.71835803876853
120,Chau Thanh,3.0,50.58064516129033
121,Duyen Hai,19.0,57.78419532685744
122,Duyen Hai,19.0,76.45803698435277
123,Tieu Can,4.0,58.08972503617945
124,Tra Cu,4.0,53.879591393175396
125,Tra Vinh,4.0,62.01456310679612
126,Binh Minh,4.0,62.66666666666667
127,Binh Tan,3.0,56.95106106539628
128,Long Ho,4.0,62.45115452930728
129,Mang Thit,4.0,65.14114627887083
130,Tam Binh,3.0,52.980427046263344
131,Tra On,4.0,66.42617881989177
132,Vinh Long,4.0,70.80181543116491
133,Vung Liem,4.0,64.03090206771188
