,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
115,Tan Phu Dong,4.0,56.35198135198135
116,Tan Phuoc,4.0,68.02973977695167
117,Cau Ke,4.0,84.28942058230038
118,Cau Ngang,3.0,58.32783278327833
119,Cang Long,4.0,85.17495395948434
120,Chau Thanh,4.0,49.69827586206896
121,Duyen Hai,19.0,56.76455165180913
122,Duyen Hai,19.0,72.65597147950089
123,Tieu Can,4.0,77.64603817235395
124,Tra Cu,4.0,55.681077558114275
125,Tra Vinh,4.0,64.67722289890378
126,Binh Minh,4.0,78.10650887573965
127,Binh Tan,4.0,59.369602763385146
128,Long Ho,4.0,86.80729352878083
129,Mang Thit,4.0,93.72043010752688
130,Tam Binh,4.0,71.60661681395875
131,Tra On,4.0,76.73935617860852
132,Vinh Long,4.0,78.81996974281392
133,Vung Liem,4.0,77.94353913243057
