,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
117,Cau Ke,4.0,70.9332562843109
118,Cau Ngang,3.0,43.756786102062975
119,Cang Long,4.0,60.37606053657419
120,Chau Thanh,4.0,53.46278317152103
121,Duyen Hai,19.0,60.419397116644824
122,Duyen Hai,19.0,76.83274021352314
123,Tieu Can,4.0,60.31286210892236
124,Tra Cu,4.0,60.308829926054806
125,Tra Vinh,4.0,62.098765432098766
126,Binh Minh,4.0,64.35045317220543
127,Binh Tan,3.0,53.48635773061932
128,Long Ho,4.0,71.86945725434552
129,Mang Thit,4.0,84.1181506849315
130,Tam Binh,4.0,55.83835677606609
131,Tra On,4.0,65.45313710302091
132,Vinh Long,4.0,68.48484848484848
133,Vung Liem,4.0,61.02193081618811
