,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
81,Can Duoc,3.0,61.875
82,Can Giuoc,4.0,37.42765273311897
83,Chau Thanh,4.0,84.35314685314685
84,Duc Hoa,4.0,47.38047960898121
85,Duc Hue,3.0,42.95423652016312
86,Kien Tuong,3.0,86.9201030927835
87,Moc Hoa,3.0,87.9245283018868
88,Tan An,4.0,64.79217603911981
89,Tan Hung,3.0,86.83223386366576
90,Tan Thanh,3.0,77.87304452466908
91,Tan Tru,3.0,58.93657911595132
92,Thanh Hoa,3.0,47.37928188196451
93,Thu Thua,3.0,53.94965277777778
94,Vinh Hung,3.0,94.4229149115417
95,Chau Thanh,3.0,74.95219885277247
96,Cu Lao Dung,4.0,77.79359430604981
97,Ke Sach,4.0,64.34995911692559
98,Long Phu,3.0,63.90063424947145
99,My Tu,3.0,60.28094820017559
100,My Xuyen,19.0,57.53905564332105
101,Nga Nam,3.0,81.5740494549322
102,Soc Trang,3.0,52.49788314987299
103,Thanh Tri,3.0,90.28430714125811
104,Tran De,3.0,73.12822336830874
105,Vinh Chau,19.0,64.38746438746439
106,Cai Be,4.0,60.806503028371054
107,Cai Lay,4.0,67.83652736088663
108,Cai Lay,4.0,57.94564716720405
109,Cho Gao,4.0,95.95609474292317
110,Chau Thanh,4.0,85.0889579214911
111,Go Cong,3.0,47.87456445993031
112,Go Cong Dong,3.0,63.582089552238806
113,Go Cong Tay,3.0,55.387387387387385
114,My Tho,4.0,80.80717488789237
115,Tan Phu Dong,4.0,54.39110070257611
116,Tan Phuoc,4.0,76.21256038647343
117,Cau Ke,4.0,62.070954715892704
118,Cau Ngang,3.0,35.53772766695577
119,Cang Long,4.0,61.38794084186575
120,Chau Thanh,3.0,50.51502145922747
121,Duyen Hai,19.0,65.19812304483837
122,Duyen Hai,19.0,76.89862239491346
123,Tieu Can,3.0,53.70156159629844
124,Tra Cu,4.0,49.57562568008705
125,Tra Vinh,4.0,68.93203883495146
126,Binh Minh,4.0,65.58345642540621
127,Binh Tan,4.0,54.600431965442766
128,Long Ho,4.0,61.6637168141593
129,Mang Thit,4.0,63.130881094952954
130,Tam Binh,3.0,51.76784523015343
131,Tra On,4.0,66.52977412731006
132,Vinh Long,4.0,66.56580937972768
133,Vung Liem,4.0,55.10940672230995
