,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
0,An Phu,3.0,88.90572900879054
1,Cho Moi,3.0,56.34966378482229
2,Chau Doc,3.0,85.40745420088439
3,Chau Phu,3.0,92.6511491728883
4,Chau Thanh,3.0,93.33210195788696
5,Long Xuyen,3.0,62.72784412319295
6,Phu Tan,3.0,89.19333625602806
7,Tinh Bien,3.0,70.50055207949944
8,Tan Chau,3.0,82.55954784012918
9,Thoai Son,3.0,93.23638359171355
10,Tri Ton,3.0,80.35136882948912
11,Bac Lieu,19.0,52.8277071459886
12,Dong Hai,19.0,91.60620465349012
13,Gia Rai,19.0,70.1657458563536
14,Hong Dan,19.0,39.27223312698173
15,Hoa Binh,19.0,52.009906648885504
16,Phuoc Long,19.0,44.41691187858138
17,Vinh Loi,3.0,67.02786377708978
18,Ben Tre,4.0,87.87584869059167
19,Ba Tri,3.0,43.995943204868155
20,Binh Dai,19.0,45.44766231307969
21,Cho Lach,4.0,99.43262411347517
22,Chau Thanh,4.0,97.67596281540504
23,Giong Trom,4.0,92.87833827893175
24,Mo Cay Bac,4.0,99.57841483979763
25,Mo Cay Nam,4.0,98.93316598682146
26,Thanh Phu,19.0,49.71171171171171
27,Binh Thuy,4.0,79.42088934850051
28,Co Do,3.0,67.54899979793898
29,Cai Rang,4.0,90.22801302931596
30,Ninh Kieu,1.0,55.501222493887525
31,O Mon,4.0,77.74261603375527
32,Phong Dien,4.0,94.24870466321244
33,Thot Not,4.0,57.23310170562223
34,Thoi Lai,4.0,61.68582375478927
35,Vinh Thanh,3.0,86.43142197017434
36,Ca Mau,19.0,63.37877572841486
37,Cai Nuoc,19.0,97.69747361688519
38,Dam Doi,19.0,88.51153721156972
39,Nam Can,19.0,68.7619327360846
40,Ngoc Hien,19.0,49.75252629408126
41,Phu Tan,19.0,88.69377695625386
42,Thoi Binh,19.0,72.26217382371071
43,Tran Van Thoi,4.0,37.677296525464065
44,U Minh,4.0,39.58773784355179
45,Cao Lanh,3.0,65.1077673851159
46,Cao Lanh,4.0,73.02133516861666
47,Chau Thanh,4.0,63.67324857992968
48,Hong Ngu,3.0,82.10720887245841
49,Hong Ngu,3.0,94.25414364640883
50,Lap Vo,3.0,60.40286975717439
51,Lai Vung,4.0,51.091579245817975
52,Sa Dec,4.0,66.38452237001209
53,Tam Nong,3.0,80.01926517132242
54,Tan Hong,3.0,92.9726368159204
55,Thanh Binh,3.0,84.10953427943234
56,Thap Muoi,3.0,73.43976777939042
57,Chau Thanh,4.0,97.12941176470589
58,Chau Thanh A,4.0,80.75060532687651
59,Long My,4.0,75.7918552036199
60,Long My,4.0,54.549337889790685
61,Nga Bay,4.0,89.8489932885906
62,Phung Hiep,4.0,80.99853937060152
63,Vi Thanh,4.0,77.43362831858407
64,Vi Thuy,3.0,53.86590584878744
65,An Bien,3.0,63.10025273799494
66,An Minh,19.0,43.784215328467155
67,Chau Thanh,3.0,68.03760282021152
68,Giong Rieng,3.0,48.218648208469055
69,Giang Thanh,3.0,65.62051935638044
70,Go Quao,4.0,67.36619489181714
71,Ha Tien,19.0,44.74761255115961
72,Hon Dat,3.0,70.1516860975304
73,Kien Hai,,
74,Kien Luong,10.0,34.172055102614564
75,Phu Quoc,10.0,58.37387074357192
76,Rach Gia,3.0,69.83523447401775
77,Tan Hiep,3.0,83.66419154417336
78,U Minh Thuong,4.0,50.999063378083044
79,Vinh Thuan,19.0,36.63761801016703
80,Ben Luc,4.0,66.46911328926373
81,Can Duoc,3.0,76.41979408834274
82,Can Giuoc,3.0,48.04649660962221
83,Chau Thanh,4.0,73.05151915455747
84,Duc Hoa,4.0,53.58288770053476
85,Duc Hue,4.0,35.09462528387585
86,Kien Tuong,3.0,76.62463627546072
87,Moc Hoa,3.0,76.04723707664884
88,Tan An,4.0,62.03779786359901
89,Tan Hung,3.0,80.4186711740996
90,Tan Thanh,3.0,66.43504531722054
91,Tan Tru,3.0,57.133634602969664
92,Thanh Hoa,10.0,35.645899819619814
93,Thu Thua,3.0,46.069629954017955
94,Vinh Hung,3.0,89.57138035774554
95,Chau Thanh,3.0,52.66175266175266
96,Cu Lao Dung,4.0,75.57471264367817
97,Ke Sach,4.0,82.43962341383545
98,Long Phu,3.0,58.79237288135594
99,My Tu,4.0,52.844231791600215
100,My Xuyen,19.0,55.09793153944719
101,Nga Nam,3.0,63.39451981910082
102,Soc Trang,3.0,56.64690939881456
103,Thanh Tri,3.0,81.75493716337523
104,Tran De,3.0,75.03118873641063
105,Vinh Chau,19.0,57.43069448413832
106,Cai Be,4.0,66.17248525426432
107,Cai Lay,4.0,72.12962962962963
108,Cai Lay,4.0,70.15200368493781
109,Cho Gao,4.0,91.86616671473897
110,Chau Thanh,4.0,89.39051918735892
111,Go Cong,3.0,59.57746478873239
112,Go Cong Dong,3.0,71.69251072253383
113,Go Cong Tay,4.0,52.83086909484312
114,My Tho,4.0,82.27394807520143
115,Tan Phu Dong,4.0,43.58974358974359
116,Tan Phuoc,4.0,68.66769945778466
117,Cau Ke,4.0,68.48484848484848
118,Cau Ngang,3.0,56.890536415176626
