,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
77,Tan Hiep,3.0,95.03105590062113
78,U Minh Thuong,4.0,58.150778063151535
79,Vinh Thuan,19.0,65.57605290636965
80,Ben Luc,4.0,77.26033621081326
81,Can Duoc,3.0,51.09512912716574
82,Can Giuoc,4.0,39.22953451043339
83,Chau Thanh,4.0,85.05647263249348
84,Duc Hoa,4.0,58.070926322225624
85,Duc Hue,4.0,38.78137284547928
86,Kien Tuong,3.0,85.47395664833387
87,Moc Hoa,3.0,88.44957796534874
88,Tan An,4.0,68.41257050765512
89,Tan Hung,3.0,88.20779220779221
90,Tan Thanh,3.0,70.06658595641646
91,Tan Tru,3.0,50.254777070063696
92,Thanh Hoa,3.0,50.48409405255878
93,Thu Thua,3.0,46.17391304347826
94,Vinh Hung,3.0,93.9623276152035
95,Chau Thanh,4.0,51.518467852257174
96,Cu Lao Dung,4.0,84.77718360071302
97,Ke Sach,4.0,82.99222267703644
98,Long Phu,4.0,55.464625131995774
99,My Tu,3.0,54.34974413269808
100,My Xuyen,19.0,58.0955715035883
101,Nga Nam,3.0,85.9446385380274
102,Soc Trang,4.0,45.02973661852167
103,Thanh Tri,3.0,86.1123595505618
104,Tran De,3.0,70.58928253516112
105,Vinh Chau,19.0,64.99572771290231
106,Cai Be,4.0,64.54457985888389
107,Cai Lay,4.0,80.86135421464763
108,Cai Lay,4.0,76.60064486411791
109,Cho Gao,4.0,97.895647160565
110,Chau Thanh,4.0,86.98475437605873
111,Go Cong,3.0,50.48476454293629
112,Go Cong Dong,3.0,56.360013284623044
113,Go Cong Tay,3.0,50.86330935251798
114,My Tho,4.0,79.05102954341987
115,Tan Phu Dong,4.0,61.335676625659055
116,Tan Phuoc,4.0,76.26038246088468
117,Cau Ke,4.0,78.8638985005767
118,Cau Ngang,3.0,36.99609882964889
119,Cang Long,4.0,61.56826988830636
120,Chau Thanh,3.0,44.8320136956987
121,Duyen Hai,19.0,65.1464109873024
122,Duyen Hai,19.0,77.9225352112676
123,Tieu Can,4.0,51.141948540040474
124,Tra Cu,4.0,63.448575777342896
125,Tra Vinh,4.0,66.78787878787878
126,Binh Minh,4.0,64.78454680534918
127,Binh Tan,4.0,54.341252699784015
128,Long Ho,4.0,62.313697657913416
129,Mang Thit,4.0,80.6896551724138
130,Tam Binh,3.0,49.585108768782234
131,Tra On,4.0,77.53830173980785
132,Vinh Long,4.0,66.66666666666666
133,Vung Liem,4.0,65.96233348644924
