,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
51,Lai Vung,3.0,52.23669309173273
52,Sa Dec,4.0,57.03971119133574
53,Tam Nong,3.0,75.80954994511526
54,Tan Hong,3.0,88.287728026534
55,Thanh Binh,3.0,78.30319888734353
56,Thap Muoi,3.0,83.19894090744975
57,Chau Thanh,4.0,98.54048964218455
58,Chau Thanh A,3.0,54.106280193236714
59,Long My,3.0,64.17615042058387
60,Long My,3.0,70.9594882729211
61,Nga Bay,4.0,88.58102434928632
62,Phung Hiep,4.0,67.6525198938992
63,Vi Thanh,4.0,68.78422782037241
64,Vi Thuy,3.0,78.71132557479422
65,An Bien,3.0,50.685618729096994
66,An Minh,19.0,83.92997418920436
67,Chau Thanh,3.0,74.20243286665136
68,Giong Rieng,3.0,82.57986738999398
69,Giang Thanh,3.0,60.86614173228347
70,Go Quao,3.0,65.60420857187064
71,Ha Tien,19.0,52.5
72,Hon Dat,3.0,74.26168224299066
73,Kien Hai,,
74,Kien Luong,3.0,30.515839641155036
75,Phu Quoc,10.0,54.13342582957568
76,Rach Gia,3.0,64.72450918302724
77,Tan Hiep,3.0,93.52006056018169
78,U Minh Thuong,4.0,55.943950580081356
79,Vinh Thuan,19.0,60.083594566353185
80,Ben Luc,4.0,80.27720972506248
81,Can Duoc,3.0,58.29212001318827
82,Can Giuoc,4.0,42.01030927835052
83,Chau Thanh,4.0,82.26795096322242
84,Duc Hoa,4.0,64.86032666768432
85,Duc Hue,4.0,48.61803352967829
86,Kien Tuong,3.0,86.38270409809617
87,Moc Hoa,3.0,87.07890070921985
88,Tan An,4.0,65.41598694942904
89,Tan Hung,3.0,87.69409937888199
90,Tan Thanh,3.0,80.66797051301339
91,Tan Tru,3.0,54.78484264611432
92,Thanh Hoa,3.0,52.89426646500757
93,Thu Thua,3.0,53.45761977021461
94,Vinh Hung,3.0,92.83426066430619
95,Chau Thanh,3.0,73.62817362817363
96,Cu Lao Dung,4.0,83.09608540925268
97,Ke Sach,4.0,64.33680768444717
98,Long Phu,3.0,67.61678543151227
99,My Tu,3.0,57.29606188466948
100,My Xuyen,19.0,56.04434277670245
101,Nga Nam,3.0,81.28157404945493
102,Soc Trang,3.0,47.50211685012701
103,Thanh Tri,3.0,89.56560680698612
104,Tran De,3.0,73.30606437844567
105,Vinh Chau,19.0,61.919019104647845
106,Cai Be,4.0,55.74318942169826
107,Cai Lay,4.0,66.05864696374971
108,Cai Lay,4.0,56.313364055299544
109,Cho Gao,4.0,96.47907647907647
110,Chau Thanh,4.0,85.14543914148545
111,Go Cong,4.0,47.55586592178771
112,Go Cong Dong,3.0,55.48922056384743
113,Go Cong Tay,3.0,57.34870317002881
114,My Tho,4.0,81.00358422939068
115,Tan Phu Dong,4.0,57.21040189125296
116,Tan Phuoc,4.0,74.02471996910003
117,Cau Ke,4.0,60.36374133949192
118,Cau Ngang,3.0,35.85847623182114
119,Cang Long,4.0,56.070941336971345
120,Chau Thanh,3.0,49.66573215441018
121,Duyen Hai,19.0,63.355985363303716
122,Duyen Hai,19.0,74.72488462903797
123,Tieu Can,3.0,53.65924211744287
124,Tra Cu,4.0,52.99108113987383
125,Tra Vinh,4.0,69.79293544457978
126,Binh Minh,4.0,63.01775147928994
127,Binh Tan,4.0,53.806228373702425
128,Long Ho,4.0,59.63172804532578
129,Mang Thit,4.0,62.51604621309371
130,Tam Binh,3.0,54.52523904825439
131,Tra On,4.0,61.651234567901234
132,Vinh Long,4.0,65.75757575757576
133,Vung Liem,4.0,52.111086023933176
