,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
0,An Phu,3.0,78.88009738283628
1,Cho Moi,3.0,55.51730732453623
2,Chau Doc,3.0,80.51539912005028
3,Chau Phu,3.0,87.02077846063798
4,Chau Thanh,3.0,92.0605612998523
5,Long Xuyen,3.0,64.6875
6,Phu Tan,3.0,89.16374781085814
7,Tinh Bien,3.0,60.39657995270148
8,Tan Chau,3.0,77.88111605337646
9,Thoai Son,3.0,93.30589849108367
10,Tri Ton,3.0,79.28150134048258
11,Bac Lieu,19.0,57.374179431072214
12,Dong Hai,19.0,91.8672820256954
13,Gia Rai,19.0,69.93943842906955
14,Hong Dan,3.0,44.92902092785014
15,Hoa Binh,19.0,51.922344880091366
16,Phuoc Long,19.0,45.726166640998
17,Vinh Loi,3.0,76.5159301130524
18,Ben Tre,4.0,87.98828125
19,Ba Tri,4.0,44.03166869671133
20,Binh Dai,4.0,48.665530948324815
21,Cho Lach,4.0,97.68649669499528
22,Chau Thanh,4.0,97.4155069582505
23,Giong Trom,4.0,95.6989247311828
24,Mo Cay Bac,4.0,99.8733108108108
25,Mo Cay Nam,4.0,99.15014164305948
26,Thanh Phu,19.0,44.18435855561604
27,Binh Thuy,4.0,70.74688796680498
28,Co Do,3.0,89.81649526114136
29,Cai Rang,4.0,87.43228602383532
30,Ninh Kieu,1.0,66.10169491525424
31,O Mon,3.0,47.49604638903532
32,Phong Dien,4.0,76.86721991701245
33,Thot Not,3.0,60.3125
34,Thoi Lai,3.0,86.19286910744196
35,Vinh Thanh,3.0,95.27097719188114
36,Ca Mau,19.0,63.271685334722584
37,Cai Nuoc,19.0,96.05160889165242
38,Dam Doi,19.0,91.59378036929058
39,Nam Can,19.0,74.10701268406473
40,Ngoc Hien,19.0,57.437047609338364
41,Phu Tan,19.0,94.83180428134557
42,Thoi Binh,19.0,79.06291289765221
43,Tran Van Thoi,3.0,42.545730262534356
44,U Minh,4.0,46.68403799277129
45,Cao Lanh,3.0,73.17800054185858
46,Cao Lanh,4.0,54.996554100620266
47,Chau Thanh,3.0,54.76772616136919
48,Hong Ngu,3.0,77.47781065088756
49,Hong Ngu,3.0,89.91689750692521
50,Lap Vo,3.0,71.04683195592287
51,Lai Vung,3.0,60.31161473087818
52,Sa Dec,4.0,50.06090133982948
53,Tam Nong,3.0,76.3955561651351
54,Tan Hong,3.0,90.93737038573207
55,Thanh Binh,3.0,79.15588293848297
56,Thap Muoi,3.0,82.93005898639701
57,Chau Thanh,4.0,98.30428638718794
58,Chau Thanh A,3.0,58.460918614020954
59,Long My,3.0,65.10648836057455
60,Long My,3.0,72.75832621690861
61,Nga Bay,4.0,87.22689075630252
62,Phung Hiep,4.0,63.060791080435365
63,Vi Thanh,4.0,65.882996172772
64,Vi Thuy,3.0,83.61726291879614
65,An Bien,3.0,60.785953177257525
66,An Minh,19.0,61.07435236065941
67,Chau Thanh,3.0,77.60440569068379
