,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
68,Giong Rieng,3.0,82.52036608669415
69,Giang Thanh,3.0,66.64041581351394
70,Go Quao,3.0,66.99376947040498
71,Ha Tien,19.0,52.124833997343956
72,Hon Dat,3.0,77.1483766436094
73,Kien Hai,,
74,Kien Luong,3.0,33.865546218487395
75,Phu Quoc,10.0,58.1702374059062
76,Rach Gia,3.0,68.02030456852792
77,Tan Hiep,3.0,95.76014536644458
78,U Minh Thuong,4.0,52.50901442307693
79,Vinh Thuan,19.0,44.56048738033072
80,Ben Luc,4.0,80.8259587020649
81,Can Duoc,3.0,51.62668419323037
82,Can Giuoc,4.0,44.43368828654405
83,Chau Thanh,4.0,78.6433260393873
84,Duc Hoa,4.0,57.17987804878049
85,Duc Hue,3.0,42.28390405792729
86,Kien Tuong,3.0,90.3932946486138
87,Moc Hoa,3.0,89.61930057547588
88,Tan An,4.0,70.29220779220779
89,Tan Hung,3.0,90.79849877054484
90,Tan Thanh,3.0,83.8801926550271
91,Tan Tru,4.0,49.552429667519185
92,Thanh Hoa,3.0,58.63586358635864
93,Thu Thua,3.0,53.75244724820535
94,Vinh Hung,3.0,97.12508406186954
95,Chau Thanh,3.0,61.889071938495334
96,Cu Lao Dung,4.0,77.99642218246869
97,Ke Sach,4.0,70.4414191419142
98,Long Phu,3.0,58.3928099392017
99,My Tu,3.0,57.69771528998242
100,My Xuyen,19.0,51.42355008787346
101,Nga Nam,3.0,79.19659483905293
102,Soc Trang,3.0,46.6553767993226
103,Thanh Tri,3.0,84.82743164500224
104,Tran De,3.0,72.15099715099716
105,Vinh Chau,19.0,61.64715957750499
106,Cai Be,4.0,53.75879718490083
107,Cai Lay,4.0,63.47042513863216
108,Cai Lay,4.0,49.42422846614463
109,Cho Gao,4.0,97.74956722446623
110,Chau Thanh,4.0,83.1733483907397
111,Go Cong,4.0,67.3654786862334
112,Go Cong Dong,3.0,55.13118565260711
113,Go Cong Tay,4.0,61.1671469740634
114,My Tho,4.0,81.3953488372093
115,Tan Phu Dong,4.0,52.318668252080855
116,Tan Phuoc,4.0,72.65172013915733
117,Cau Ke,4.0,67.78290993071595
118,Cau Ngang,3.0,40.38670432326744
119,Cang Long,4.0,55.36568694463432
120,Chau Thanh,4.0,53.729729729729726
121,Duyen Hai,19.0,62.64081739586062
122,Duyen Hai,19.0,76.53532126375578
123,Tieu Can,4.0,62.60869565217392
124,Tra Cu,4.0,55.727689286493565
125,Tra Vinh,4.0,67.31946144430844
126,Binh Minh,4.0,58.28402366863905
127,Binh Tan,3.0,55.43525335643136
128,Long Ho,4.0,55.31161473087819
129,Mang Thit,4.0,56.9777397260274
130,Tam Binh,3.0,59.65732087227414
131,Tra On,4.0,60.14979338842975
132,Vinh Long,4.0,64.03641881638846
133,Vung Liem,4.0,51.93103448275862
