,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
91,Tan Tru,3.0,50.28864656831302
92,Thanh Hoa,3.0,55.66810045788816
93,Thu Thua,3.0,54.04227500544781
94,Vinh Hung,3.0,95.3022394342482
95,Chau Thanh,3.0,72.7247881934955
96,Cu Lao Dung,4.0,70.8273381294964
97,Ke Sach,4.0,69.18354818907305
98,Long Phu,3.0,64.99339498018493
99,My Tu,3.0,60.930640913081646
100,My Xuyen,19.0,56.81898066783832
101,Nga Nam,3.0,84.1797394310024
102,Soc Trang,3.0,54.53005927180355
103,Thanh Tri,3.0,91.6051040967092
104,Tran De,3.0,74.1814946619217
105,Vinh Chau,19.0,63.579367341122826
106,Cai Be,4.0,62.348629700446146
107,Cai Lay,4.0,66.32841328413284
108,Cai Lay,4.0,56.701980654076465
109,Cho Gao,4.0,96.73975764570109
110,Chau Thanh,4.0,85.57312252964427
111,Go Cong,4.0,54.761904761904766
112,Go Cong Dong,3.0,61.5103127079175
113,Go Cong Tay,4.0,56.75675675675676
114,My Tho,4.0,80.28673835125448
115,Tan Phu Dong,4.0,59.941348973607035
116,Tan Phuoc,4.0,75.28003089996137
117,Cau Ke,4.0,64.72286374133948
118,Cau Ngang,3.0,39.715536105032825
119,Cang Long,4.0,58.303002729754326
120,Chau Thanh,3.0,48.30399313009875
121,Duyen Hai,19.0,64.96350364963503
122,Duyen Hai,19.0,77.44440522414402
123,Tieu Can,3.0,52.21290135956031
124,Tra Cu,3.0,51.742160278745644
125,Tra Vinh,4.0,65.89805825242718
126,Binh Minh,4.0,64.12721893491124
127,Binh Tan,4.0,63.55785837651122
128,Long Ho,4.0,63.845609065155806
129,Mang Thit,4.0,63.24347454000856
130,Tam Binh,3.0,51.02358700489542
131,Tra On,4.0,69.96138996138997
132,Vinh Long,4.0,67.12121212121212
133,Vung Liem,4.0,55.64588979223125
