,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
117,Cau Ke,4.0,79.19792267743797
118,Cau Ngang,3.0,69.23915413124047
119,Cang Long,4.0,70.93156328679332
120,Chau Thanh,3.0,53.20443189224419
121,Duyen Hai,19.0,48.64505844845909
122,Duyen Hai,19.0,69.9822380106572
123,Tieu Can,4.0,60.873337189126666
124,Tra Cu,3.0,55.52660152008686
125,Tra Vinh,4.0,65.14215080346106
126,Binh Minh,4.0,66.22222222222223
127,Binh Tan,3.0,55.70440795159897
128,Long Ho,4.0,64.82142857142857
129,Mang Thit,4.0,71.73447537473233
130,Tam Binh,4.0,53.103448275862064
131,Tra On,4.0,66.8213457076566
132,Vinh Long,4.0,78.21482602118003
133,Vung Liem,4.0,63.28971119133574
