,VARNAME_2,Dominant_LU_index_1,Dominant_LU_index_1_percent
90,Tan Thanh,3.0,72.57409357604935
91,Tan Tru,3.0,61.38996138996139
92,Thanh Hoa,3.0,42.933662958384836
93,Thu Thua,3.0,56.82312038244242
94,Vinh Hung,3.0,91.21507909794681
95,Chau Thanh,3.0,60.734850562105834
96,Cu Lao Dung,4.0,82.05128205128204
97,Ke Sach,4.0,76.08293984808047
98,Long Phu,3.0,51.71232876712328
99,My Tu,3.0,50.89693985226873
100,My Xuyen,3.0,43.05235137533274
101,Nga Nam,3.0,59.74474873703802
102,Soc Trang,3.0,50.6350550381033
103,Thanh Tri,3.0,70.663379650381
104,Tran De,3.0,70.9065105552599
105,Vinh Chau,19.0,59.54895803596917
106,Cai Be,4.0,65.85482330468004
107,Cai Lay,4.0,67.26726726726727
108,Cai Lay,4.0,52.74067250115154
109,Cho Gao,4.0,90.84872979214781
110,Chau Thanh,4.0,84.56546275395034
111,Go Cong,3.0,53.7334263782275
112,Go Cong Dong,3.0,68.12894649385179
113,Go Cong Tay,3.0,54.40806045340051
114,My Tho,4.0,81.85880250223414
115,Tan Phu Dong,4.0,53.522794552989936
116,Tan Phuoc,4.0,65.1266189831819
117,Cau Ke,4.0,73.33911034084343
118,Cau Ngang,3.0,46.23376623376623
119,Cang Long,4.0,78.12713602187287
120,Chau Thanh,4.0,46.975546975546976
121,Duyen Hai,19.0,61.276818419675564
122,Duyen Hai,19.0,77.23404255319149
123,Tieu Can,4.0,57.15529753265602
124,Tra Cu,4.0,55.30434782608695
125,Tra Vinh,4.0,69.1747572815534
126,Binh Minh,4.0,82.85291943828528
127,Binh Tan,4.0,53.76297577854672
128,Long Ho,4.0,81.24778447359093
129,Mang Thit,4.0,84.57264957264957
130,Tam Binh,4.0,68.77224199288257
131,Tra On,4.0,74.65224111282845
132,Vinh Long,4.0,72.91981845688352
133,Vung Liem,4.0,70.50932241928149
